keyword_a,keyword_b,weight
"liver/metabolism","muscle, skeletal/metabolism",1
"agriculture/methods","greenhouse gases",4
"agriculture/methods","sustainability",3
"climate resilience","precision agriculture",1
"crops, agricultural/growth & development","greenhouse gases",2
"crops, agricultural/growth & development","nutrient management",2
"crops, agricultural/growth & development","precision agriculture",2
"crops, agricultural/growth & development","sustainability",2
"fertilizers","greenhouse gases",1
"fertilizers","nutrient management",2
"fertilizers","precision agriculture",2
"fertilizers","sustainability",2
"greenhouse gases","nutrient management",1
"greenhouse gases","precision agriculture",1
"greenhouse gases","soil/chemistry",1
"nutrient management","precision agriculture",1
"nutrient management","soil/chemistry",1
"nutrient management","sustainability",2
"precision agriculture","sustainability",2
"soil/chemistry","sustainability",1
"animal feed/analysis","antioxidants",2
"animal feed/analysis","heat stress",2
"animal feed/analysis","temperature",2
"antioxidants","diet/veterinary",2
"antioxidants","dietary supplements",1
"antioxidants","heat stress",1
"antioxidants","temperature",1
"broiler","dietary supplements",2
"chickens","heat stress",1
"diet/veterinary","heat stress",2
"diet/veterinary","temperature",1
"dietary supplements","heat stress",1
"dietary supplements","temperature",1
"animal husbandry","cattle/physiology",3
"animal husbandry","insemination, artificial/veterinary",1
"animal husbandry","reproduction/physiology",1
"cattle/physiology","reproduction/physiology",2
"dairy cow","insemination, artificial/veterinary",1
"dairy cow","reproduction",1
"dairying","insemination, artificial/veterinary",1
"insemination, artificial/veterinary","reproduction",1
"insemination, artificial/veterinary","reproduction/physiology",1
"pregnancy","reproduction/physiology",3
"reproduction","reproduction/physiology",1
"cattle/physiology","chickens/physiology",1
"animal nutritional physiological phenomena","beef cattle",2
"animal nutritional physiological phenomena","body composition",2
"beef cattle","body composition",1
"body composition","cattle",3
"microbiota","signal transduction",1
"animal husbandry","breeding/methods",1
"animal husbandry","dairy cattle",1
"animal husbandry","quantitative trait, heritable",1
"breeding/methods","dairy cattle",1
"breeding/methods","phenotype",3
"dairy cattle","quantitative trait, heritable",1
"extensive farming","grazing",1
"extensive farming","small ruminants",1
"grazing","small ruminants",1
"animal behaviour","laying hens",1
"phosphorus","sheep",1
"animal feed/analysis","animal husbandry",2
"animal feed/analysis","digestion",4
"animal husbandry","animal nutritional physiological phenomena",1
"animal husbandry","digestion",1
"animal husbandry","energy metabolism",1
"animal husbandry","swine/physiology",1
"animal nutritional physiological phenomena","energy metabolism",3
"animal nutritional physiological phenomena","swine/physiology",1
"digestion","swine/physiology",1
"energy metabolism","swine/physiology",2
"agriculture","precision agriculture",1
"agriculture","prediction",1
"animals","precision agriculture",2
"big data","machine learning",5
"big data","precision agriculture",3
"big data","prediction",1
"data mining","livestock",1
"data mining","machine learning",3
"data mining","precision agriculture",1
"data mining","prediction",1
"livestock","machine learning",3
"livestock","precision agriculture",1
"livestock","prediction",1
"machine learning","precision agriculture",2
"precision agriculture","prediction",1
"animal welfare","biosecurity",1
"biosecurity","cattle",2
"biosecurity","dairying/methods",2
"biosecurity","herbivory",1
"biosecurity","seasons",1
"animal feed/analysis","polymorphism, single nucleotide",1
"animal feed/analysis","swine/genetics",2
"residual feed intake","swine/genetics",1
"animals","robustness",1
"breeding","dairying",3
"breeding","heat stress",1
"breeding","milk yield",1
"breeding","robustness",1
"cattle/genetics","milk yield",1
"cattle/genetics","robustness",1
"climate resilience","dairying",2
"climate resilience","lactation/genetics",1
"climate resilience","milk yield",1
"climate resilience","milk/metabolism",3
"climate resilience","phenotype",2
"climate resilience","pregnancy",1
"climate resilience","robustness",1
"dairying","heat stress",3
"dairying","lactation/genetics",2
"dairying","milk yield",1
"dairying","phenotype",3
"dairying","robustness",1
"heat stress","lactation/genetics",1
"heat stress","milk yield",2
"heat stress","milk/metabolism",3
"heat stress","phenotype",1
"heat stress","pregnancy",2
"heat stress","robustness",1
"lactation/genetics","milk yield",1
"lactation/genetics","pregnancy",2
"lactation/genetics","robustness",1
"milk yield","milk/metabolism",2
"milk yield","phenotype",1
"milk yield","robustness",1
"milk/metabolism","robustness",1
"phenotype","robustness",1
"pregnancy","robustness",1
"immunity","mastitis",1
"mastitis","metabolism",1
"agriculture/methods","models, biological",2
"agriculture/methods","rain",2
"climate resilience","rain",4
"crops, agricultural/growth & development","models, biological",1
"crops, agricultural/growth & development","rain",1
"models, biological","rain",2
"animal husbandry/methods","egg production",2
"animal husbandry/methods","neural networks, computer",6
"animal husbandry/methods","prediction accuracy",1
"animals","egg production",3
"animals","neural networks, computer",10
"chickens/physiology","egg production",1
"chickens/physiology","models, biological",2
"chickens/physiology","neural networks, computer",4
"chickens/physiology","prediction accuracy",1
"egg production","models, biological",2
"egg production","neural networks, computer",1
"egg production","ovum/physiology",1
"egg production","prediction accuracy",1
"models, biological","neural networks, computer",1
"models, biological","ovum/physiology",2
"models, biological","prediction accuracy",1
"neural networks, computer","ovum/physiology",1
"neural networks, computer","prediction accuracy",1
"ovum/physiology","prediction accuracy",1
"manure","nitrogen",1
"manure","phosphorus",1
"ammonia","animal nutritional physiological phenomena",1
"ammonia","cattle/physiology",1
"ammonia","dairy cow",1
"ammonia","diet/veterinary",2
"ammonia","forage",1
"ammonia","lactation/physiology",1
"ammonia","manure/analysis",1
"ammonia","methane/biosynthesis",1
"ammonia/analysis","animal nutritional physiological phenomena",1
"ammonia/analysis","cattle/physiology",1
"ammonia/analysis","dairy cow",1
"ammonia/analysis","diet/veterinary",1
"ammonia/analysis","forage",1
"ammonia/analysis","lactation/physiology",1
"ammonia/analysis","methane",1
"ammonia/analysis","methane/biosynthesis",1
"animal nutritional physiological phenomena","carbon dioxide/analysis",1
"animal nutritional physiological phenomena","forage",1
"animal nutritional physiological phenomena","methane/biosynthesis",1
"carbon dioxide/analysis","diet/veterinary",1
"carbon dioxide/analysis","forage",1
"carbon dioxide/analysis","lactation/physiology",1
"carbon dioxide/analysis","manure/analysis",1
"carbon dioxide/analysis","methane",2
"carbon dioxide/analysis","methane/biosynthesis",1
"cattle/physiology","manure/analysis",1
"dairy cow","forage",1
"dairy cow","manure/analysis",1
"forage","lactation/physiology",1
"forage","manure/analysis",1
"forage","methane",2
"forage","methane/biosynthesis",2
"lactation/physiology","manure/analysis",1
"lactation/physiology","methane/biosynthesis",1
"manure/analysis","methane/biosynthesis",1
"animal husbandry","avian influenza",1
"animal husbandry","disease outbreaks/veterinary",1
"animal husbandry","influenza in birds/epidemiology",1
"animal husbandry","models, theoretical",1
"animal husbandry","risk factors",1
"animal husbandry","vaccination",1
"avian influenza","disease outbreaks/veterinary",3
"avian influenza","models, theoretical",1
"avian influenza","risk factors",2
"disease outbreaks/veterinary","influenza in birds/epidemiology",4
"disease outbreaks/veterinary","models, theoretical",2
"disease outbreaks/veterinary","risk factors",2
"disease outbreaks/veterinary","vaccination",1
"influenza in birds/epidemiology","risk factors",3
"models, theoretical","risk factors",2
"models, theoretical","vaccination",1
"risk factors","vaccination",1
"cattle","pigs",2
"pigs","welfare",1
"fertilization","pasture",1
"behaviour","pasture",1
"behaviour","plf",1
"behaviour","technologies",1
"dairy cattle","pasture",1
"dairy cattle","plf",5
"dairy cattle","technologies",1
"pasture","plf",1
"pasture","technologies",1
"plf","technologies",2
"poultry","random forest",2
"birds","conservation of natural resources",1
"birds","ecosystem",1
"animals","data management",2
"cattle/physiology","computer simulation",1
"cattle/physiology","data management",1
"cattle/physiology","decision making",1
"cattle/physiology","environment",2
"cattle/physiology","farmers",1
"cattle/physiology","modeling",1
"cattle/physiology","simulation",1
"computer simulation","dairying",1
"computer simulation","data management",1
"computer simulation","decision making",1
"computer simulation","environment",1
"computer simulation","farmers",1
"computer simulation","modeling",3
"computer simulation","reproduction",2
"computer simulation","simulation",2
"dairying","data management",1
"dairying","decision making",1
"dairying","farmers",2
"dairying","modeling",1
"dairying","simulation",1
"data management","decision making",1
"data management","environment",1
"data management","farmers",1
"data management","modeling",1
"data management","reproduction",1
"data management","simulation",1
"decision making","environment",1
"decision making","farmers",2
"decision making","reproduction",1
"decision making","simulation",2
"environment","farmers",1
"environment","modeling",1
"environment","simulation",1
"farmers","modeling",1
"farmers","reproduction",1
"farmers","simulation",1
"modeling","reproduction",1
"reproduction","simulation",1
"animal husbandry/methods","manure/analysis",4
"animal husbandry/methods","temperature",6
"dairy","farmers",1
"dairy","technology",2
"dairying/methods","farmers",4
"dairying/methods","technology",4
"farmers","milk",3
"milk","technology",4
"agriculture","beef",1
"agriculture","brazil",3
"agriculture","cattle/growth & development",2
"agriculture","climate",3
"agriculture","linear models",1
"beef","brazil",1
"beef","cattle/growth & development",1
"beef","climate",1
"beef","farms",1
"beef","forecasting",1
"beef","linear models",1
"beef","machine learning",1
"beef","phenotype",1
"beef","soil",1
"brazil","cattle/growth & development",1
"brazil","climate",1
"brazil","farms",1
"brazil","forecasting",1
"brazil","linear models",1
"brazil","machine learning",1
"brazil","phenotype",3
"brazil","soil",1
"cattle/growth & development","climate",1
"cattle/growth & development","farms",1
"cattle/growth & development","forecasting",1
"cattle/growth & development","linear models",1
"cattle/growth & development","machine learning",1
"cattle/growth & development","phenotype",1
"cattle/growth & development","soil",1
"climate","farms",1
"climate","forecasting",2
"climate","linear models",1
"climate","machine learning",1
"climate","phenotype",1
"climate","soil",1
"farms","linear models",1
"farms","machine learning",4
"farms","phenotype",1
"farms","soil",1
"forecasting","linear models",1
"forecasting","phenotype",1
"forecasting","soil",1
"linear models","machine learning",3
"linear models","phenotype",1
"linear models","soil",1
"machine learning","phenotype",4
"machine learning","soil",1
"phenotype","soil",1
"biodiversity","china",1
"air quality","climate resilience",1
"air quality","european union",1
"air quality","livestock production",1
"climate resilience","european union",1
"european union","livestock production",1
"body temperature","cattle",1
"body temperature","dairying/methods",1
"body temperature","lactation",2
"dairying/methods","heat stress",1
"dairying/methods","random allocation",1
"heat stress","random allocation",1
"lactation","random allocation",1
"bovine","fertility",1
"agriculture","digital livestock transformation",2
"agriculture","farmers",3
"animals","digital livestock transformation",5
"digital livestock transformation","farmers",2
"digital livestock transformation","farms",1
"digital livestock transformation","livestock",2
"animals","cluster analysis",4
"animals","cow behavior",1
"behavior, animal/physiology","cattle",1
"behavior, animal/physiology","cluster analysis",1
"behavior, animal/physiology","cow behavior",1
"behavior, animal/physiology","lactation/physiology",2
"behavior, animal/physiology","time factors",2
"cattle","cluster analysis",1
"cattle","cow behavior",1
"cattle","lactation/physiology",10
"cluster analysis","cow behavior",1
"cluster analysis","dairying/methods",1
"cluster analysis","lactation/physiology",1
"cow behavior","dairying/methods",1
"cow behavior","lactation/physiology",1
"cow behavior","time factors",1
"physiology","thermal stress",1
"animals","heritability",4
"breeding","chickens/genetics",5
"breeding","heritability",1
"chickens/genetics","heritability",1
"australia","biodiversity",1
"australia","climate resilience",2
"australia","conservation of natural resources/methods",1
"australia","ecosystem",1
"biodiversity","conservation of natural resources/methods",3
"conservation of natural resources/methods","seasons",1
"carbon dioxide","environmental impact",1
"carbon dioxide","sustainability",1
"carbon dioxide","vaccine",1
"environmental impact","vaccine",1
"sustainability","vaccine",1
"animal feed/analysis","body weight",2
"animal feed/analysis","immunity",1
"body weight","cattle",4
"body weight","growth",1
"body weight","immunity",1
"body weight","weaning",5
"cattle","growth",1
"cattle","immunity",2
"cattle","weaning",4
"diet/veterinary","immunity",1
"growth","milk/metabolism",1
"immunity","milk/metabolism",2
"immunity","weaning",1
"agriculture/methods","breeding",2
"agriculture/methods","development",1
"agriculture/methods","livestock/genetics",1
"agriculture/methods","socioeconomic factors",1
"animals","development",2
"breeding","development",1
"breeding","food supply",1
"breeding","socioeconomic factors",1
"development","food supply",2
"development","livestock/genetics",1
"development","socioeconomic factors",1
"development","sustainability",1
"food supply","livestock/genetics",1
"food supply","socioeconomic factors",1
"livestock/genetics","socioeconomic factors",1
"socioeconomic factors","sustainability",1
"body temperature","sheep",1
"antioxidants","feed additives",1
"antioxidants","pig",1
"antioxidants","polyphenols",1
"antioxidants","poultry",1
"antioxidants","ruminants",1
"feed additives","pig",1
"feed additives","polyphenols",2
"feed additives","poultry",2
"feed additives","ruminants",1
"pig","polyphenols",1
"pig","poultry",1
"pig","ruminants",1
"polyphenols","poultry",1
"polyphenols","ruminants",1
"ecosystem","geographic information systems",5
"ecosystem","greenhouse effect",1
"ecosystem","models, statistical",3
"geographic information systems","greenhouse effect",1
"geographic information systems","models, statistical",1
"greenhouse effect","models, statistical",1
"agriculture/methods","colombia",1
"agriculture/methods","mexico",2
"colombia","mexico",1
"development","economic development",1
"development","european union",1
"development","management",1
"development","productivity",1
"economic development","european union",1
"economic development","management",1
"economic development","productivity",1
"european union","management",1
"european union","productivity",1
"management","productivity",1
"bioenergy","biogas",2
"dairy cattle","housing, animal/standards",1
"ecosystem","reproduction",1
"ecosystem","small ruminants",1
"goats","reproduction",1
"goats","small ruminants",1
"reproduction","ruminants",2
"reproduction","sheep",1
"reproduction","small ruminants",1
"ruminants","small ruminants",1
"sheep","small ruminants",1
"animals","stress",4
"stress","stress, physiological",2
"agriculture","carbon sequestration",1
"agriculture","greenhouse gases",2
"carbon sequestration","greenhouse gases",2
"carbon sequestration","modelling",1
"carbon sequestration","remote sensing",1
"carbon sequestration","wetlands",1
"greenhouse gases","modelling",1
"greenhouse gases","remote sensing",1
"greenhouse gases","wetlands",1
"modelling","remote sensing",1
"modelling","wetlands",1
"remote sensing","wetlands",1
"biodiversity","data management",1
"conservation of natural resources/methods","data management",1
"conservation of natural resources/methods","environmental monitoring",3
"data management","ecosystem",1
"data management","environmental monitoring",1
"ai","chickens",1
"ai","computer vision",6
"ai","ovum",1
"ai","poultry",3
"animals","computer vision",7
"chickens","computer vision",2
"computer vision","meat",1
"computer vision","ovum",1
"computer vision","poultry",2
"meat","ovum",1
"meat","poultry",1
"ovum","poultry",1
"animals","transition period",4
"cattle","transition period",3
"dairy cow","technology",1
"dairy cow","transition period",3
"dairying/methods","transition period",1
"farms","transition period",1
"lactation","reproduction/physiology",1
"lactation","technology",1
"lactation","transition period",3
"milk","transition period",1
"pregnancy","technology",1
"pregnancy","transition period",4
"reproduction/physiology","technology",1
"reproduction/physiology","transition period",1
"technology","transition period",1
"cow behavior","environment",1
"cow behavior","heat stress",1
"cow behavior","monitoring",1
"cow behavior","plf",1
"cow behavior","sensors",1
"cow behavior","thi",1
"environment","heat stress",1
"environment","monitoring",1
"environment","plf",1
"environment","thi",1
"heat stress","monitoring",1
"heat stress","plf",4
"heat stress","sensors",2
"heat stress","thi",4
"monitoring","sensors",2
"monitoring","thi",1
"plf","thi",1
"sensors","thi",1
"animals","thermal stress",1
"chickens","chickens/genetics",1
"chickens","heat-shock response",1
"chickens","muscle, skeletal/metabolism",1
"chickens","thermal stress",1
"chickens/genetics","heat-shock response",1
"chickens/genetics","thermal stress",1
"heat-shock response","muscle, skeletal/metabolism",1
"heat-shock response","thermal stress",1
"muscle, skeletal/metabolism","thermal stress",1
"air pollutants/metabolism","cattle",1
"air pollutants/metabolism","dairying",2
"air pollutants/metabolism","environment",3
"air pollutants/metabolism","greenhouse gases",1
"air pollutants/metabolism","time factors",1
"animal husbandry","cattle/metabolism",1
"animal husbandry","greenhouse gases",2
"cattle","cattle/metabolism",1
"cattle/metabolism","greenhouse gases",1
"cattle/metabolism","time factors",1
"dairying","environmental monitoring/methods",1
"dairying","greenhouse gases",1
"dairying","methane/metabolism",2
"environment","environmental monitoring/methods",4
"environment","greenhouse gases",3
"environment","methane/metabolism",3
"environment","time factors",2
"environmental monitoring/methods","greenhouse gases",1
"environmental monitoring/methods","time factors",2
"greenhouse gases","methane/metabolism",1
"greenhouse gases","time factors",1
"methane","time factors",2
"methane/metabolism","time factors",2
"animal feed/analysis","digestibility",2
"animal feed/analysis","feed intake",1
"animal feed/analysis","sheep",4
"animal nutritional physiological phenomena","feed efficiency",4
"animal nutritional physiological phenomena","feed intake",1
"diet/veterinary","feed intake",1
"digestibility","feed efficiency",1
"digestibility","feed intake",1
"digestibility","rumen",1
"digestibility","sheep",1
"digestion","feed intake",2
"digestion","sheep",1
"feed efficiency","feed intake",2
"feed efficiency","rumen",1
"feed efficiency","sheep",1
"feed intake","rumen",1
"feed intake","sheep",2
"rumen","sheep",1
"enteric methane","machine learning",1
"enteric methane","ruminants",3
"machine learning","ruminants",1
"bibliometric analysis","microbiome",1
"bibliometric analysis","rumen fermentation",1
"bibliometric analysis","ruminants",1
"microbiome","rumen fermentation",1
"microbiome","ruminants",1
"microbiome","sustainability",1
"rumen fermentation","ruminants",1
"dietary supplements","goats",2
"dietary supplements","polyphenols",1
"goats","grazing",1
"goats","milk/chemistry",2
"goats","polyphenols",1
"grazing","milk/chemistry",1
"grazing","polyphenols",1
"animal husbandry/economics","automatic milking system",1
"animal husbandry/economics","automation",1
"animal husbandry/economics","dairying/economics",1
"animal husbandry/economics","lactation",1
"animal husbandry/economics","seasons",1
"animal husbandry/economics","time factors",1
"animal husbandry/economics","water",1
"animals","automation",7
"automatic milking system","automation",1
"automatic milking system","dairying/economics",1
"automatic milking system","farms/economics",1
"automatic milking system","sustainability",1
"automatic milking system","time factors",1
"automatic milking system","water",1
"automation","cattle/physiology",3
"automation","dairying/economics",1
"automation","farms/economics",1
"automation","lactation",3
"automation","seasons",1
"automation","sustainability",1
"automation","time factors",2
"automation","water",1
"cattle/physiology","dairying/economics",2
"cattle/physiology","farms/economics",1
"cattle/physiology","seasons",3
"cattle/physiology","water",1
"dairying/economics","sustainability",1
"dairying/economics","time factors",1
"dairying/economics","water",1
"farms/economics","lactation",1
"farms/economics","seasons",1
"farms/economics","sustainability",1
"farms/economics","time factors",1
"farms/economics","water",1
"lactation","water",1
"seasons","sustainability",1
"seasons","water",1
"sustainability","time factors",1
"sustainability","water",1
"time factors","water",1
"ai","biosensors",2
"ai","one health",1
"biosensors","one health",1
"cattle","health",4
"farmers","fertility",1
"farmers","health",3
"farmers","lactation/physiology",1
"farmers","milk production",1
"farmers","parity",1
"farmers","pregnancy",1
"fertility","health",1
"fertility","lactation/physiology",1
"fertility","milk",1
"fertility","milk production",1
"fertility","parity",1
"health","lactation/physiology",1
"health","milk production",2
"health","parity",1
"health","pregnancy",3
"lactation/physiology","milk production",3
"lactation/physiology","parity",1
"lactation/physiology","pregnancy",6
"milk","parity",1
"milk production","parity",1
"milk production","pregnancy",1
"machine learning","multivariate analysis",1
"fertility","genetic selection",1
"fertility","methane emission",1
"fertility","milk yield",1
"genetic selection","methane emission",1
"genetic selection","milk yield",1
"methane emission","milk yield",1
"breeding","dairy cows",2
"breeding","dairying/methods",2
"breeding","energy metabolism",1
"breeding","mammary glands, animal/physiology",1
"cattle/genetics","dairy cows",3
"cattle/genetics","dairying/methods",3
"climate resilience","dairy cows",1
"climate resilience","dairying/methods",2
"climate resilience","energy metabolism",1
"climate resilience","genomics",1
"climate resilience","genotype",1
"dairy cows","dairying/methods",2
"dairy cows","energy metabolism",1
"dairy cows","genomics",1
"dairy cows","genotype",1
"dairy cows","mammary glands, animal/physiology",1
"dairy cows","milk/metabolism",1
"dairy cows","phenotype",3
"dairying/methods","energy metabolism",1
"dairying/methods","genomics",2
"dairying/methods","genotype",1
"dairying/methods","mammary glands, animal/physiology",3
"dairying/methods","phenotype",2
"energy metabolism","genomics",1
"energy metabolism","genotype",1
"energy metabolism","mammary glands, animal/physiology",1
"genomics","genotype",3
"genomics","mammary glands, animal/physiology",1
"genotype","mammary glands, animal/physiology",1
"genotype","milk/metabolism",2
"mammary glands, animal/physiology","milk/metabolism",2
"mammary glands, animal/physiology","phenotype",1
"birds","heat stress",1
"birds","stress",1
"heat stress","stress",1
"behavior, animal","diet/veterinary",1
"behavior, animal","feeding behavior",2
"dairying/methods","feeding behavior",3
"feeding behavior","milk",2
"agriculture","germany",2
"ecosystem","germany",1
"ecosystem","species specificity",2
"germany","poaceae",1
"germany","seasons",1
"germany","species specificity",1
"poaceae","seasons",1
"poaceae","species specificity",1
"agroecology","climate resilience",1
"agroecology","grassland",1
"agroecology","machine learning",1
"grassland","machine learning",1
"chickens","immunity",2
"chickens","transcriptome",3
"chickens","transcriptomics",1
"immunity","poultry diseases/virology",1
"immunity","transcriptome",2
"immunity","transcriptomics",1
"poultry diseases/virology","transcriptome",1
"poultry diseases/virology","transcriptomics",1
"animal husbandry/methods","dairying/methods",2
"animal husbandry/methods","lactation/physiology",1
"animal husbandry/methods","milk",1
"lactation/physiology","plf",2
"computer simulation","livestock",1
"computer simulation","ruminant",1
"livestock","simulation",1
"models, theoretical","ruminant",1
"ruminant","simulation",1
"gis","remote sensing",2
"ammonia","cattle",1
"ammonia","lactation",1
"ammonia","milk/metabolism",1
"ammonia","nitrogen/metabolism",1
"ammonia","rumen/metabolism",1
"ammonia","silage/analysis",1
"cattle","nitrogen",1
"cattle","nitrogen/metabolism",2
"diet/veterinary","nitrogen",1
"lactation","nitrogen",1
"methane","nitrogen/metabolism",1
"methane","silage/analysis",5
"milk/metabolism","nitrogen",1
"nitrogen","nitrogen/metabolism",1
"nitrogen","rumen/metabolism",1
"nitrogen","silage/analysis",1
"animals","temperature humidity index",1
"beef cattle","body weight",1
"beef cattle","temperature humidity index",1
"body weight","dry matter intake",1
"body weight","grazing",1
"body weight","temperature humidity index",1
"body weight","water intake",1
"cattle/physiology","temperature humidity index",1
"dry matter intake","temperature humidity index",1
"grazing","temperature humidity index",1
"temperature humidity index","water intake",1
"animals","chicken",2
"chicken","chickens/genetics",1
"chicken","polymorphism, single nucleotide",1
"chickens/genetics","polymorphism, single nucleotide",2
"animal welfare","innovation",3
"animals","innovation",2
"cattle/physiology","housing",1
"cattle/physiology","innovation",1
"dairy cattle","dairying/methods",5
"dairy cattle","environment",1
"dairy cattle","housing",1
"dairy cattle","innovation",1
"dairy cattle","welfare",5
"dairying/methods","housing",1
"dairying/methods","innovation",2
"environment","housing",1
"environment","innovation",1
"environment","welfare",1
"housing","innovation",1
"innovation","welfare",1
"food safety","poultry production",1
"food safety","salmonella",1
"poultry production","salmonella",1
"animal welfare","cattle/genetics",2
"animal welfare","genetic improvement",1
"animal welfare","selection, genetic",1
"cattle/genetics","genetic improvement",1
"cattle/genetics","resilience",2
"cattle/genetics","sustainability",2
"dairying","genetic improvement",1
"dairying","resilience",2
"dairying","selection, genetic",1
"dairying","sustainability",1
"farms","genetic improvement",1
"farms","resilience",4
"farms","selection, genetic",1
"genetic improvement","milk",1
"genetic improvement","resilience",1
"genetic improvement","selection, genetic",1
"genetic improvement","sustainability",2
"resilience","selection, genetic",1
"selection, genetic","sustainability",1
"animal welfare","milk production",1
"animal welfare","small ruminants",1
"climate resilience","plf",3
"climate resilience","small ruminants",1
"milk production","plf",1
"milk production","small ruminants",1
"plf","small ruminants",1
"models, biological","population dynamics",2
"models, biological","sheep/physiology",1
"population dynamics","sheep/physiology",1
"chicken","heat stress",2
"ammonia","brazil",1
"ammonia","environmental monitoring",1
"ammonia","environmental sustainability",1
"ammonia","housing, animal",3
"ammonia","poultry",2
"ammonia/analysis","brazil",1
"ammonia/analysis","environmental monitoring",2
"ammonia/analysis","environmental sustainability",1
"animals","environmental sustainability",2
"brazil","chickens",1
"brazil","environmental sustainability",1
"brazil","housing, animal",1
"brazil","manure",1
"brazil","poultry",1
"chickens","environmental monitoring",3
"chickens","environmental sustainability",1
"chickens","housing, animal",7
"environmental monitoring","environmental sustainability",1
"environmental monitoring","housing, animal",3
"environmental monitoring","poultry",1
"environmental sustainability","housing, animal",1
"environmental sustainability","manure",1
"environmental sustainability","poultry",1
"housing, animal","manure",1
"manure","poultry",1
"animal husbandry","decision making",1
"animal husbandry","farmers",2
"animals","image processing, computer-assisted/methods",6
"breeding/methods","computer vision",2
"breeding/methods","image processing, computer-assisted/methods",1
"breeding/methods","machine learning",2
"breeding/methods","selection, genetic",2
"breeding/methods","swine/genetics",1
"computer vision","genomics/methods",1
"computer vision","image processing, computer-assisted/methods",2
"computer vision","machine learning",3
"computer vision","phenotype",1
"computer vision","selection, genetic",2
"computer vision","swine/genetics",1
"genomics/methods","image processing, computer-assisted/methods",1
"genomics/methods","machine learning",2
"genomics/methods","phenotype",4
"genomics/methods","selection, genetic",2
"genomics/methods","swine/genetics",1
"image processing, computer-assisted/methods","machine learning",3
"image processing, computer-assisted/methods","phenotype",1
"image processing, computer-assisted/methods","selection, genetic",1
"image processing, computer-assisted/methods","swine/genetics",1
"machine learning","selection, genetic",3
"machine learning","swine/genetics",1
"selection, genetic","swine/genetics",1
"automation","dairy cattle",1
"agriculture","air pollution, indoor/analysis",1
"agriculture","ammonia/analysis",1
"agriculture","chickens/physiology",1
"agriculture","housing, animal",1
"agriculture","models, statistical",2
"agriculture","ventilation",1
"air pollution, indoor/analysis","animal welfare",1
"air pollution, indoor/analysis","models, statistical",1
"air pollution, indoor/analysis","ventilation",1
"ammonia/analysis","animal welfare",1
"ammonia/analysis","models, statistical",1
"ammonia/analysis","ventilation",2
"animal welfare","models, statistical",1
"animals","ventilation",3
"chickens/physiology","models, statistical",1
"chickens/physiology","ventilation",2
"housing, animal","models, statistical",1
"housing, animal","ventilation",3
"models, statistical","ventilation",1
"anaerobic digestion","bioenergy",1
"anaerobic digestion","biogas",3
"conservation of natural resources","sheep/genetics",1
"genome-wide association study","milk",1
"animal welfare/standards","biomarkers",1
"animal welfare/standards","cattle diseases/diagnosis",1
"animal welfare/standards","cattle/physiology",1
"animal welfare/standards","productivity",1
"biomarkers","cattle/physiology",2
"biomarkers","health",3
"biomarkers","productivity",1
"biomarkers","welfare",2
"cattle diseases/diagnosis","cattle/physiology",2
"cattle diseases/diagnosis","health",2
"cattle diseases/diagnosis","productivity",2
"cattle diseases/diagnosis","welfare",3
"cattle/physiology","productivity",1
"health","productivity",1
"productivity","welfare",2
"cattle","emissions",2
"cattle","greenhouse gas",7
"emissions","greenhouse gas",1
"ammonia","australia",1
"ammonia","broiler chicken",1
"animals","broiler chicken",3
"australia","broiler chicken",1
"australia","chickens",1
"australia","housing, animal",1
"australia","poultry",1
"broiler chicken","chickens",1
"broiler chicken","housing, animal",1
"broiler chicken","poultry",1
"food security","plf",1
"beef cattle","computer vision",2
"beef cattle","plf",5
"computer vision","plf",6
"genome","genotype",2
"livestock production","survey",1
"animal husbandry/methods","consumer behavior",1
"animal husbandry/methods","sustainable development",3
"consumer behavior","food security",1
"consumer behavior","food supply",1
"consumer behavior","poultry",1
"consumer behavior","sustainability",1
"consumer behavior","sustainable development",1
"food security","sustainable development",1
"food supply","poultry",1
"poultry","sustainable development",2
"ecosystem","water",4
"dairy cattle","thermal stress",2
"ai","object detection",1
"conservation","production performance",1
"conservation","sustainable development",1
"conservation","welfare",1
"production performance","sustainable development",1
"production performance","welfare",2
"sustainable development","welfare",1
"animal feed/analysis","gastrointestinal microbiome",3
"animal feed/analysis","metabolome",2
"animal nutritional physiological phenomena","broiler",1
"animal nutritional physiological phenomena","liver/metabolism",1
"animal nutritional physiological phenomena","metabolome",1
"animal nutritional physiological phenomena","transcriptome",3
"broiler","gastrointestinal microbiome",2
"broiler","liver/metabolism",2
"broiler","metabolome",2
"broiler","transcriptome",3
"chickens/physiology","gastrointestinal microbiome",1
"chickens/physiology","liver/metabolism",1
"chickens/physiology","metabolome",1
"chickens/physiology","transcriptome",1
"diet/veterinary","liver/metabolism",2
"diet/veterinary","metabolome",3
"diet/veterinary","transcriptome",4
"gastrointestinal microbiome","liver/metabolism",2
"gastrointestinal microbiome","random allocation",2
"gastrointestinal microbiome","transcriptome",2
"liver/metabolism","metabolome",2
"liver/metabolism","random allocation",2
"metabolome","random allocation",2
"metabolome","transcriptome",3
"random allocation","transcriptome",2
"cattle","energy metabolism",3
"energy metabolism","fertility",1
"energy metabolism","milk/chemistry",1
"energy metabolism","postpartum period",1
"energy metabolism","sensitivity and specificity",1
"fertility","lactation",3
"fertility","postpartum period",1
"fertility","sensitivity and specificity",1
